Using device: cuda, type: cuda
Model: Net(num_classes=10)
dataset=mnist | n_features=20000 | sigma=5.0 | batch_size=256 | epochs=5000 | patience=500 | lr=0.001 | seed=42 | momentum=0.9 | log_file=rff_mnist_hidden_20000.txt | cpu=None | model_name=RFF | use_cache=True
[Epoch 01] train_loss=0.765090 | train_acc=79.198333% | train_correct=47519 | train_total=60000 | val_loss=0.4188309 | val_acc=89.8300000% | interpolacja=False | soft_intepolacja=False
[Epoch 02] train_loss=0.258118 | train_acc=95.520000% | train_correct=57312 | train_total=60000 | val_loss=0.3345844 | val_acc=91.4200000% | interpolacja=False | soft_intepolacja=False
[Epoch 03] train_loss=0.160082 | train_acc=98.171667% | train_correct=58903 | train_total=60000 | val_loss=0.3021845 | val_acc=91.9100000% | interpolacja=False | soft_intepolacja=False
[Epoch 04] train_loss=0.111982 | train_acc=99.268333% | train_correct=59561 | train_total=60000 | val_loss=0.2851849 | val_acc=92.1500000% | interpolacja=False | soft_intepolacja=False
[Epoch 05] train_loss=0.084065 | train_acc=99.723333% | train_correct=59834 | train_total=60000 | val_loss=0.2748008 | val_acc=92.2700000% | interpolacja=False | soft_intepolacja=False
[Epoch 06] train_loss=0.066372 | train_acc=99.895000% | train_correct=59937 | train_total=60000 | val_loss=0.2677780 | val_acc=92.3500000% | interpolacja=False | soft_intepolacja=False
[Epoch 07] train_loss=0.054476 | train_acc=99.961667% | train_correct=59977 | train_total=60000 | val_loss=0.2627640 | val_acc=92.4400000% | interpolacja=False | soft_intepolacja=False
[Epoch 08] train_loss=0.046060 | train_acc=99.990000% | train_correct=59994 | train_total=60000 | val_loss=0.2590364 | val_acc=92.4700000% | interpolacja=False | soft_intepolacja=False
[Epoch 09] train_loss=0.039859 | train_acc=99.995000% | train_correct=59997 | train_total=60000 | val_loss=0.2561415 | val_acc=92.4900000% | interpolacja=False | soft_intepolacja=False
[Epoch 10] train_loss=0.035115 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2538716 | val_acc=92.5300000% | interpolacja=False | soft_intepolacja=True
[Epoch 11] train_loss=0.031380 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2519183 | val_acc=92.5600000% | interpolacja=False | soft_intepolacja=True
[Epoch 12] train_loss=0.028363 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2503868 | val_acc=92.5600000% | interpolacja=False | soft_intepolacja=True
[Epoch 13] train_loss=0.025886 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2490607 | val_acc=92.5600000% | interpolacja=False | soft_intepolacja=True
[Epoch 14] train_loss=0.023806 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2479215 | val_acc=92.5700000% | interpolacja=False | soft_intepolacja=True
[Epoch 15] train_loss=0.022040 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2470288 | val_acc=92.5700000% | interpolacja=False | soft_intepolacja=True
[Epoch 16] train_loss=0.020521 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2462264 | val_acc=92.5500000% | interpolacja=False | soft_intepolacja=True
[Epoch 17] train_loss=0.019199 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2455250 | val_acc=92.6000000% | interpolacja=False | soft_intepolacja=True
[Epoch 18] train_loss=0.018039 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2449608 | val_acc=92.5700000% | interpolacja=False | soft_intepolacja=True
[Epoch 19] train_loss=0.017012 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2444243 | val_acc=92.5700000% | interpolacja=False | soft_intepolacja=True
[Epoch 20] train_loss=0.016098 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2439945 | val_acc=92.6000000% | interpolacja=False | soft_intepolacja=True
[Epoch 21] train_loss=0.015277 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2435949 | val_acc=92.5900000% | interpolacja=False | soft_intepolacja=True
[Epoch 22] train_loss=0.014538 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2432701 | val_acc=92.5800000% | interpolacja=False | soft_intepolacja=True
[Epoch 23] train_loss=0.013867 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2429923 | val_acc=92.5900000% | interpolacja=False | soft_intepolacja=True
[Epoch 24] train_loss=0.013256 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2427426 | val_acc=92.5900000% | interpolacja=False | soft_intepolacja=True
[Epoch 25] train_loss=0.012697 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2424990 | val_acc=92.6000000% | interpolacja=False | soft_intepolacja=True
[Epoch 26] train_loss=0.012184 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2423082 | val_acc=92.5900000% | interpolacja=False | soft_intepolacja=True
[Epoch 27] train_loss=0.011711 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2421295 | val_acc=92.5800000% | interpolacja=False | soft_intepolacja=True
[Epoch 28] train_loss=0.011274 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2419994 | val_acc=92.5800000% | interpolacja=False | soft_intepolacja=True
[Epoch 29] train_loss=0.010869 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2418505 | val_acc=92.5900000% | interpolacja=False | soft_intepolacja=True
[Epoch 30] train_loss=0.010493 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2417468 | val_acc=92.6100000% | interpolacja=False | soft_intepolacja=True
[Epoch 31] train_loss=0.010142 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2416547 | val_acc=92.5800000% | interpolacja=False | soft_intepolacja=True
[Epoch 32] train_loss=0.009814 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2415832 | val_acc=92.6000000% | interpolacja=False | soft_intepolacja=True
[Epoch 33] train_loss=0.009507 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2414965 | val_acc=92.5900000% | interpolacja=False | soft_intepolacja=True
[Epoch 34] train_loss=0.009218 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2414536 | val_acc=92.6100000% | interpolacja=False | soft_intepolacja=True
[Epoch 35] train_loss=0.008948 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2414045 | val_acc=92.6500000% | interpolacja=False | soft_intepolacja=True
[Epoch 36] train_loss=0.008692 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2413767 | val_acc=92.6400000% | interpolacja=False | soft_intepolacja=True
[Epoch 37] train_loss=0.008451 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2413502 | val_acc=92.6400000% | interpolacja=False | soft_intepolacja=True
[Epoch 38] train_loss=0.008223 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2413289 | val_acc=92.6500000% | interpolacja=False | soft_intepolacja=True
[Epoch 39] train_loss=0.008007 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2413150 | val_acc=92.6600000% | interpolacja=False | soft_intepolacja=True
[Epoch 40] train_loss=0.007803 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2413211 | val_acc=92.6600000% | interpolacja=False | soft_intepolacja=True
[Epoch 41] train_loss=0.007608 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2413202 | val_acc=92.6700000% | interpolacja=False | soft_intepolacja=True
[Epoch 42] train_loss=0.007424 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2413304 | val_acc=92.6600000% | interpolacja=False | soft_intepolacja=True
[Epoch 43] train_loss=0.007248 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2413477 | val_acc=92.6500000% | interpolacja=False | soft_intepolacja=True
[Epoch 44] train_loss=0.007080 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2413557 | val_acc=92.6500000% | interpolacja=False | soft_intepolacja=True
[Epoch 45] train_loss=0.006920 | train_acc=100.000000% | train_correct=60000 | train_total=60000 | val_loss=0.2413816 | val_acc=92.6500000% | interpolacja=False | soft_intepolacja=True
