Using device: cuda, type: cuda
Model: Net(num_classes=62)
dataset=emnist_byclass | ch1=8 | ch2=16 | batch_size=256 | epochs=5000 | patience=500 | lr=0.001 | seed=42 | momentum=0.9 | log_file=cnn_emnist_byclass_hidden_8.txt | cpu=None | model_name=CNN | use_cache=True
[Epoch 01] train_loss=1.248722 | train_acc=66.325516% | train_correct=462907 | train_total=697932 | val_loss=0.9010692 | val_acc=73.7584141% | interpolacja=False | soft_intepolacja=False
[Epoch 02] train_loss=0.754144 | train_acc=77.301514% | train_correct=539512 | train_total=697932 | val_loss=0.6523932 | val_acc=79.4382882% | interpolacja=False | soft_intepolacja=False
[Epoch 03] train_loss=0.598689 | train_acc=80.926365% | train_correct=564811 | train_total=697932 | val_loss=0.5631021 | val_acc=81.9717511% | interpolacja=False | soft_intepolacja=False
[Epoch 04] train_loss=0.545987 | train_acc=82.154279% | train_correct=573381 | train_total=697932 | val_loss=0.5320790 | val_acc=82.5150658% | interpolacja=False | soft_intepolacja=False
[Epoch 05] train_loss=0.521006 | train_acc=82.754337% | train_correct=577569 | train_total=697932 | val_loss=0.5227171 | val_acc=82.3001470% | interpolacja=False | soft_intepolacja=False
[Epoch 06] train_loss=0.505049 | train_acc=83.145063% | train_correct=580296 | train_total=697932 | val_loss=0.5059239 | val_acc=83.2827558% | interpolacja=False | soft_intepolacja=False
[Epoch 07] train_loss=0.494188 | train_acc=83.422884% | train_correct=582235 | train_total=697932 | val_loss=0.5161652 | val_acc=82.7643716% | interpolacja=False | soft_intepolacja=False
[Epoch 08] train_loss=0.484931 | train_acc=83.689385% | train_correct=584095 | train_total=697932 | val_loss=0.4873136 | val_acc=83.6635919% | interpolacja=False | soft_intepolacja=False
[Epoch 09] train_loss=0.477050 | train_acc=83.872641% | train_correct=585374 | train_total=697932 | val_loss=0.4822164 | val_acc=83.8062980% | interpolacja=False | soft_intepolacja=False
[Epoch 10] train_loss=0.470986 | train_acc=84.006465% | train_correct=586308 | train_total=697932 | val_loss=0.4900227 | val_acc=83.3953732% | interpolacja=False | soft_intepolacja=False
[Epoch 11] train_loss=0.465233 | train_acc=84.188574% | train_correct=587579 | train_total=697932 | val_loss=0.4742788 | val_acc=83.7684723% | interpolacja=False | soft_intepolacja=False
[Epoch 12] train_loss=0.459900 | train_acc=84.319103% | train_correct=588490 | train_total=697932 | val_loss=0.4690244 | val_acc=84.1166407% | interpolacja=False | soft_intepolacja=False
[Epoch 13] train_loss=0.454817 | train_acc=84.460091% | train_correct=589474 | train_total=697932 | val_loss=0.4692893 | val_acc=83.7942625% | interpolacja=False | soft_intepolacja=False
[Epoch 14] train_loss=0.451498 | train_acc=84.526859% | train_correct=589940 | train_total=697932 | val_loss=0.4664680 | val_acc=84.0384103% | interpolacja=False | soft_intepolacja=False
[Epoch 15] train_loss=0.446654 | train_acc=84.683608% | train_correct=591034 | train_total=697932 | val_loss=0.4681076 | val_acc=84.2309775% | interpolacja=False | soft_intepolacja=False
[Epoch 16] train_loss=0.443471 | train_acc=84.763988% | train_correct=591595 | train_total=697932 | val_loss=0.4608979 | val_acc=84.3994739% | interpolacja=False | soft_intepolacja=False
[Epoch 17] train_loss=0.440046 | train_acc=84.847234% | train_correct=592176 | train_total=697932 | val_loss=0.4588604 | val_acc=84.4691076% | interpolacja=False | soft_intepolacja=False
[Epoch 18] train_loss=0.436820 | train_acc=84.939220% | train_correct=592818 | train_total=697932 | val_loss=0.4548124 | val_acc=84.3126467% | interpolacja=False | soft_intepolacja=False
[Epoch 19] train_loss=0.434377 | train_acc=84.977620% | train_correct=593086 | train_total=697932 | val_loss=0.4571866 | val_acc=84.4269835% | interpolacja=False | soft_intepolacja=False
[Epoch 20] train_loss=0.431010 | train_acc=85.086083% | train_correct=593843 | train_total=697932 | val_loss=0.4549297 | val_acc=84.1544664% | interpolacja=False | soft_intepolacja=False
[Epoch 21] train_loss=0.428304 | train_acc=85.141819% | train_correct=594232 | train_total=697932 | val_loss=0.4499481 | val_acc=84.6926231% | interpolacja=False | soft_intepolacja=False
[Epoch 22] train_loss=0.426092 | train_acc=85.207155% | train_correct=594688 | train_total=697932 | val_loss=0.4542076 | val_acc=84.3539111% | interpolacja=False | soft_intepolacja=False
[Epoch 23] train_loss=0.423383 | train_acc=85.235811% | train_correct=594888 | train_total=697932 | val_loss=0.4517773 | val_acc=84.3625078% | interpolacja=False | soft_intepolacja=False
[Epoch 24] train_loss=0.420439 | train_acc=85.372644% | train_correct=595843 | train_total=697932 | val_loss=0.4491961 | val_acc=84.0435683% | interpolacja=False | soft_intepolacja=False
[Epoch 25] train_loss=0.418708 | train_acc=85.401730% | train_correct=596046 | train_total=697932 | val_loss=0.4454431 | val_acc=84.5920411% | interpolacja=False | soft_intepolacja=False
[Epoch 26] train_loss=0.416835 | train_acc=85.487698% | train_correct=596646 | train_total=697932 | val_loss=0.4428240 | val_acc=84.6504990% | interpolacja=False | soft_intepolacja=False
[Epoch 27] train_loss=0.414674 | train_acc=85.528246% | train_correct=596929 | train_total=697932 | val_loss=0.4393841 | val_acc=84.7794503% | interpolacja=False | soft_intepolacja=False
[Epoch 28] train_loss=0.412793 | train_acc=85.541428% | train_correct=597021 | train_total=697932 | val_loss=0.4393516 | val_acc=84.7699939% | interpolacja=False | soft_intepolacja=False
[Epoch 29] train_loss=0.410433 | train_acc=85.633414% | train_correct=597663 | train_total=697932 | val_loss=0.4472700 | val_acc=84.4372996% | interpolacja=False | soft_intepolacja=False
[Epoch 30] train_loss=0.409373 | train_acc=85.639289% | train_correct=597704 | train_total=697932 | val_loss=0.4422903 | val_acc=84.7020796% | interpolacja=False | soft_intepolacja=False
[Epoch 31] train_loss=0.407345 | train_acc=85.690583% | train_correct=598062 | train_total=697932 | val_loss=0.4405520 | val_acc=84.7037989% | interpolacja=False | soft_intepolacja=False
[Epoch 32] train_loss=0.405358 | train_acc=85.786008% | train_correct=598728 | train_total=697932 | val_loss=0.4368592 | val_acc=84.8869097% | interpolacja=False | soft_intepolacja=False
[Epoch 33] train_loss=0.404401 | train_acc=85.806354% | train_correct=598870 | train_total=697932 | val_loss=0.4339512 | val_acc=85.0399319% | interpolacja=False | soft_intepolacja=False
[Epoch 34] train_loss=0.402562 | train_acc=85.825410% | train_correct=599003 | train_total=697932 | val_loss=0.4382138 | val_acc=84.7734326% | interpolacja=False | soft_intepolacja=False
[Epoch 35] train_loss=0.401364 | train_acc=85.818532% | train_correct=598955 | train_total=697932 | val_loss=0.4366962 | val_acc=84.8619791% | interpolacja=False | soft_intepolacja=False
[Epoch 36] train_loss=0.399708 | train_acc=85.889743% | train_correct=599452 | train_total=697932 | val_loss=0.4386532 | val_acc=84.6582361% | interpolacja=False | soft_intepolacja=False
[Epoch 37] train_loss=0.398187 | train_acc=85.958804% | train_correct=599934 | train_total=697932 | val_loss=0.4319210 | val_acc=85.0115626% | interpolacja=False | soft_intepolacja=False
[Epoch 38] train_loss=0.396768 | train_acc=85.972702% | train_correct=600031 | train_total=697932 | val_loss=0.4397873 | val_acc=84.9324725% | interpolacja=False | soft_intepolacja=False
[Epoch 39] train_loss=0.395719 | train_acc=85.994624% | train_correct=600184 | train_total=697932 | val_loss=0.4356582 | val_acc=84.8894888% | interpolacja=False | soft_intepolacja=False
[Epoch 40] train_loss=0.394554 | train_acc=86.034456% | train_correct=600462 | train_total=697932 | val_loss=0.4340010 | val_acc=84.7579584% | interpolacja=False | soft_intepolacja=False
[Epoch 41] train_loss=0.393274 | train_acc=86.059960% | train_correct=600640 | train_total=697932 | val_loss=0.4339853 | val_acc=84.8198551% | interpolacja=False | soft_intepolacja=False
[Epoch 42] train_loss=0.391662 | train_acc=86.122717% | train_correct=601078 | train_total=697932 | val_loss=0.4326048 | val_acc=84.9264548% | interpolacja=False | soft_intepolacja=False
[Epoch 43] train_loss=0.390679 | train_acc=86.129164% | train_correct=601123 | train_total=697932 | val_loss=0.4358611 | val_acc=84.5971992% | interpolacja=False | soft_intepolacja=False
[Epoch 44] train_loss=0.389229 | train_acc=86.226738% | train_correct=601804 | train_total=697932 | val_loss=0.4315860 | val_acc=84.9273145% | interpolacja=False | soft_intepolacja=False
[Epoch 45] train_loss=0.388094 | train_acc=86.201378% | train_correct=601627 | train_total=697932 | val_loss=0.4312541 | val_acc=84.9874917% | interpolacja=False | soft_intepolacja=False
[Epoch 46] train_loss=0.386795 | train_acc=86.258260% | train_correct=602024 | train_total=697932 | val_loss=0.4269056 | val_acc=85.1276188% | interpolacja=False | soft_intepolacja=False
[Epoch 47] train_loss=0.385601 | train_acc=86.310128% | train_correct=602386 | train_total=697932 | val_loss=0.4314413 | val_acc=84.7760116% | interpolacja=False | soft_intepolacja=False
[Epoch 48] train_loss=0.384950 | train_acc=86.289639% | train_correct=602243 | train_total=697932 | val_loss=0.4293230 | val_acc=85.0932318% | interpolacja=False | soft_intepolacja=False
[Epoch 49] train_loss=0.383787 | train_acc=86.327894% | train_correct=602510 | train_total=697932 | val_loss=0.4301969 | val_acc=84.8018019% | interpolacja=False | soft_intepolacja=False
[Epoch 50] train_loss=0.382484 | train_acc=86.362998% | train_correct=602755 | train_total=697932 | val_loss=0.4297990 | val_acc=85.1800590% | interpolacja=False | soft_intepolacja=False
[Epoch 51] train_loss=0.381857 | train_acc=86.401111% | train_correct=603021 | train_total=697932 | val_loss=0.4266688 | val_acc=85.1035479% | interpolacja=False | soft_intepolacja=False
[Epoch 52] train_loss=0.380705 | train_acc=86.437361% | train_correct=603274 | train_total=697932 | val_loss=0.4281393 | val_acc=84.7631165% | interpolacja=False | soft_intepolacja=False
[Epoch 53] train_loss=0.380329 | train_acc=86.431200% | train_correct=603231 | train_total=697932 | val_loss=0.4330723 | val_acc=84.8508034% | interpolacja=False | soft_intepolacja=False
[Epoch 54] train_loss=0.378955 | train_acc=86.465730% | train_correct=603472 | train_total=697932 | val_loss=0.4269448 | val_acc=84.9513854% | interpolacja=False | soft_intepolacja=False
[Epoch 55] train_loss=0.378258 | train_acc=86.462578% | train_correct=603450 | train_total=697932 | val_loss=0.4308055 | val_acc=84.6410426% | interpolacja=False | soft_intepolacja=False
[Epoch 56] train_loss=0.376912 | train_acc=86.513729% | train_correct=603807 | train_total=697932 | val_loss=0.4284499 | val_acc=84.9608418% | interpolacja=False | soft_intepolacja=False
[Epoch 57] train_loss=0.375927 | train_acc=86.544391% | train_correct=604021 | train_total=697932 | val_loss=0.4299142 | val_acc=84.8396276% | interpolacja=False | soft_intepolacja=False
[Epoch 58] train_loss=0.375138 | train_acc=86.554134% | train_correct=604089 | train_total=697932 | val_loss=0.4256372 | val_acc=85.0210191% | interpolacja=False | soft_intepolacja=False
[Epoch 59] train_loss=0.374582 | train_acc=86.558576% | train_correct=604120 | train_total=697932 | val_loss=0.4270898 | val_acc=85.1439526% | interpolacja=False | soft_intepolacja=False
[Epoch 60] train_loss=0.373899 | train_acc=86.599697% | train_correct=604407 | train_total=697932 | val_loss=0.4284173 | val_acc=85.0064046% | interpolacja=False | soft_intepolacja=False
[Epoch 61] train_loss=0.372510 | train_acc=86.637380% | train_correct=604670 | train_total=697932 | val_loss=0.4254311 | val_acc=84.9539644% | interpolacja=False | soft_intepolacja=False
[Epoch 62] train_loss=0.372172 | train_acc=86.654001% | train_correct=604786 | train_total=697932 | val_loss=0.4299136 | val_acc=84.5215478% | interpolacja=False | soft_intepolacja=False
[Epoch 63] train_loss=0.371885 | train_acc=86.632079% | train_correct=604633 | train_total=697932 | val_loss=0.4276667 | val_acc=84.9041032% | interpolacja=False | soft_intepolacja=False
[Epoch 64] train_loss=0.370719 | train_acc=86.703003% | train_correct=605128 | train_total=697932 | val_loss=0.4260538 | val_acc=84.9995272% | interpolacja=False | soft_intepolacja=False
[Epoch 65] train_loss=0.369847 | train_acc=86.706585% | train_correct=605153 | train_total=697932 | val_loss=0.4298799 | val_acc=84.9608418% | interpolacja=False | soft_intepolacja=False
