Using device: cuda, type: cuda
Model: Net(num_classes=10)
dataset=fashion | RFF(real-2N) | n_features(N)=30000 | output_feats=2N=60000 | sigma=10.0 | batch_size=256 | epochs=5000 | patience=500 | lr=0.001 | seed=42 | momentum=0.9 | log_file=rff_fashion_hidden_30000.txt | cpu=None | model_name=RFF | use_cache=True
[Epoch 01] train_loss=0.426026 | train_acc=85.011667% | train_correct=51007 | train_total=60000 | val_loss=0.3627095 | val_acc=87.1200000% | interpolacja=False | soft_intepolacja=False
[Epoch 02] train_loss=0.260123 | train_acc=90.745000% | train_correct=54447 | train_total=60000 | val_loss=0.3437762 | val_acc=87.8300000% | interpolacja=False | soft_intepolacja=False
[Epoch 03] train_loss=0.212126 | train_acc=92.540000% | train_correct=55524 | train_total=60000 | val_loss=0.3170807 | val_acc=88.7800000% | interpolacja=False | soft_intepolacja=False
[Epoch 04] train_loss=0.179360 | train_acc=93.921667% | train_correct=56353 | train_total=60000 | val_loss=0.3107535 | val_acc=89.0700000% | interpolacja=False | soft_intepolacja=False
[Epoch 05] train_loss=0.153345 | train_acc=94.973333% | train_correct=56984 | train_total=60000 | val_loss=0.3126094 | val_acc=88.8800000% | interpolacja=False | soft_intepolacja=False
[Epoch 06] train_loss=0.137149 | train_acc=95.593333% | train_correct=57356 | train_total=60000 | val_loss=0.3092176 | val_acc=88.9800000% | interpolacja=False | soft_intepolacja=False
[Epoch 07] train_loss=0.122885 | train_acc=96.280000% | train_correct=57768 | train_total=60000 | val_loss=0.3020132 | val_acc=89.4900000% | interpolacja=False | soft_intepolacja=False
[Epoch 08] train_loss=0.113162 | train_acc=96.606667% | train_correct=57964 | train_total=60000 | val_loss=0.3053887 | val_acc=89.4200000% | interpolacja=False | soft_intepolacja=False
[Epoch 09] train_loss=0.102037 | train_acc=97.185000% | train_correct=58311 | train_total=60000 | val_loss=0.3076643 | val_acc=89.3400000% | interpolacja=False | soft_intepolacja=False
[Epoch 10] train_loss=0.093779 | train_acc=97.515000% | train_correct=58509 | train_total=60000 | val_loss=0.3049274 | val_acc=89.7800000% | interpolacja=False | soft_intepolacja=False
[Epoch 11] train_loss=0.087133 | train_acc=97.701667% | train_correct=58621 | train_total=60000 | val_loss=0.3159622 | val_acc=89.3200000% | interpolacja=False | soft_intepolacja=False
[Epoch 12] train_loss=0.082586 | train_acc=97.876667% | train_correct=58726 | train_total=60000 | val_loss=0.3073221 | val_acc=89.4300000% | interpolacja=False | soft_intepolacja=False
[Epoch 13] train_loss=0.076749 | train_acc=98.160000% | train_correct=58896 | train_total=60000 | val_loss=0.3092464 | val_acc=89.9200000% | interpolacja=False | soft_intepolacja=False
[Epoch 14] train_loss=0.071498 | train_acc=98.368333% | train_correct=59021 | train_total=60000 | val_loss=0.3034979 | val_acc=89.8400000% | interpolacja=False | soft_intepolacja=False
[Epoch 15] train_loss=0.067482 | train_acc=98.508333% | train_correct=59105 | train_total=60000 | val_loss=0.3074266 | val_acc=89.7100000% | interpolacja=False | soft_intepolacja=False
[Epoch 16] train_loss=0.063107 | train_acc=98.698333% | train_correct=59219 | train_total=60000 | val_loss=0.3129066 | val_acc=89.5900000% | interpolacja=False | soft_intepolacja=False
