Using device: cuda, type: cuda
Model: Net(num_classes=47)
dataset=emnist_balanced | ch1=50 | ch2=100 | batch_size=256 | epochs=5000 | patience=500 | lr=0.001 | seed=42 | momentum=0.9 | log_file=cnn_emnist_balanced_hidden_50.txt | cpu=None | model_name=CNN | use_cache=True
[Epoch 01] train_loss=1.925298 | train_acc=50.447695% | train_correct=56905 | train_total=112800 | val_loss=1.2738017 | val_acc=63.7180851% | interpolacja=False | soft_intepolacja=False
[Epoch 02] train_loss=1.137238 | train_acc=67.403369% | train_correct=76031 | train_total=112800 | val_loss=1.0631111 | val_acc=69.3191489% | interpolacja=False | soft_intepolacja=False
[Epoch 03] train_loss=0.926499 | train_acc=73.002660% | train_correct=82347 | train_total=112800 | val_loss=0.8493670 | val_acc=75.8882979% | interpolacja=False | soft_intepolacja=False
[Epoch 04] train_loss=0.757848 | train_acc=77.540780% | train_correct=87466 | train_total=112800 | val_loss=0.7259482 | val_acc=78.0904255% | interpolacja=False | soft_intepolacja=False
[Epoch 05] train_loss=0.649907 | train_acc=80.248227% | train_correct=90520 | train_total=112800 | val_loss=0.6672030 | val_acc=79.1755319% | interpolacja=False | soft_intepolacja=False
[Epoch 06] train_loss=0.585033 | train_acc=81.964539% | train_correct=92456 | train_total=112800 | val_loss=0.5955529 | val_acc=81.5372340% | interpolacja=False | soft_intepolacja=False
[Epoch 07] train_loss=0.547460 | train_acc=82.805851% | train_correct=93405 | train_total=112800 | val_loss=0.5737558 | val_acc=82.1382979% | interpolacja=False | soft_intepolacja=False
[Epoch 08] train_loss=0.516657 | train_acc=83.575355% | train_correct=94273 | train_total=112800 | val_loss=0.5574452 | val_acc=82.8510638% | interpolacja=False | soft_intepolacja=False
[Epoch 09] train_loss=0.497301 | train_acc=84.105496% | train_correct=94871 | train_total=112800 | val_loss=0.5440745 | val_acc=82.9574468% | interpolacja=False | soft_intepolacja=False
[Epoch 10] train_loss=0.483097 | train_acc=84.487589% | train_correct=95302 | train_total=112800 | val_loss=0.5461579 | val_acc=82.3989362% | interpolacja=False | soft_intepolacja=False
[Epoch 11] train_loss=0.467508 | train_acc=84.921099% | train_correct=95791 | train_total=112800 | val_loss=0.5250348 | val_acc=83.3563830% | interpolacja=False | soft_intepolacja=False
[Epoch 12] train_loss=0.454968 | train_acc=85.257092% | train_correct=96170 | train_total=112800 | val_loss=0.5215671 | val_acc=83.7925532% | interpolacja=False | soft_intepolacja=False
[Epoch 13] train_loss=0.448719 | train_acc=85.336879% | train_correct=96260 | train_total=112800 | val_loss=0.5115063 | val_acc=83.9893617% | interpolacja=False | soft_intepolacja=False
[Epoch 14] train_loss=0.441521 | train_acc=85.464539% | train_correct=96404 | train_total=112800 | val_loss=0.5127581 | val_acc=83.5372340% | interpolacja=False | soft_intepolacja=False
[Epoch 15] train_loss=0.432368 | train_acc=85.936170% | train_correct=96936 | train_total=112800 | val_loss=0.5083754 | val_acc=83.7606383% | interpolacja=False | soft_intepolacja=False
[Epoch 16] train_loss=0.425660 | train_acc=85.989362% | train_correct=96996 | train_total=112800 | val_loss=0.5035613 | val_acc=84.1063830% | interpolacja=False | soft_intepolacja=False
[Epoch 17] train_loss=0.420287 | train_acc=86.188830% | train_correct=97221 | train_total=112800 | val_loss=0.4931807 | val_acc=84.4840426% | interpolacja=False | soft_intepolacja=False
[Epoch 18] train_loss=0.414831 | train_acc=86.287234% | train_correct=97332 | train_total=112800 | val_loss=0.4990478 | val_acc=84.3138298% | interpolacja=False | soft_intepolacja=False
[Epoch 19] train_loss=0.408616 | train_acc=86.445922% | train_correct=97511 | train_total=112800 | val_loss=0.5025807 | val_acc=84.0000000% | interpolacja=False | soft_intepolacja=False
