Using device: cuda, type: cuda
Model: MLP(hidden=50, num_classes=47)
dataset=emnist_balanced | hidden=50 | batch_size=256 | epochs=5000 | patience=500 | lr=0.001 | seed=42 | momentum=0.9 | log_file=mlp_emnist_balanced_hidden50.txt | cpu=None | model_name=MLP
[Epoch 01] train_loss=3.507100 | train_acc=15.993794% | train_correct=18041 | train_total=112800 | val_loss=2.9632062 | val_acc=34.9414894% | interpolacja=False | soft_intepolacja=False
[Epoch 02] train_loss=2.381008 | train_acc=44.831560% | train_correct=50570 | train_total=112800 | val_loss=1.9503139 | val_acc=51.4148936% | interpolacja=False | soft_intepolacja=False
[Epoch 03] train_loss=1.734642 | train_acc=55.000000% | train_correct=62040 | train_total=112800 | val_loss=1.5982683 | val_acc=57.2446809% | interpolacja=False | soft_intepolacja=False
[Epoch 04] train_loss=1.507280 | train_acc=58.905142% | train_correct=66445 | train_total=112800 | val_loss=1.4553280 | val_acc=60.0000000% | interpolacja=False | soft_intepolacja=False
[Epoch 05] train_loss=1.400064 | train_acc=61.362589% | train_correct=69217 | train_total=112800 | val_loss=1.3761997 | val_acc=61.8191489% | interpolacja=False | soft_intepolacja=False
[Epoch 06] train_loss=1.335956 | train_acc=62.857270% | train_correct=70903 | train_total=112800 | val_loss=1.3276159 | val_acc=62.8085106% | interpolacja=False | soft_intepolacja=False
[Epoch 07] train_loss=1.293916 | train_acc=63.869681% | train_correct=72045 | train_total=112800 | val_loss=1.2931129 | val_acc=63.7446809% | interpolacja=False | soft_intepolacja=False
[Epoch 08] train_loss=1.261945 | train_acc=64.703901% | train_correct=72986 | train_total=112800 | val_loss=1.2685629 | val_acc=64.1861702% | interpolacja=False | soft_intepolacja=False
[Epoch 09] train_loss=1.237283 | train_acc=65.341312% | train_correct=73705 | train_total=112800 | val_loss=1.2456237 | val_acc=64.9148936% | interpolacja=False | soft_intepolacja=False
[Epoch 10] train_loss=1.216111 | train_acc=66.000887% | train_correct=74449 | train_total=112800 | val_loss=1.2282204 | val_acc=65.1968085% | interpolacja=False | soft_intepolacja=False
[Epoch 11] train_loss=1.198609 | train_acc=66.458333% | train_correct=74965 | train_total=112800 | val_loss=1.2129286 | val_acc=65.9946809% | interpolacja=False | soft_intepolacja=False
[Epoch 12] train_loss=1.183314 | train_acc=66.854610% | train_correct=75412 | train_total=112800 | val_loss=1.2027085 | val_acc=66.0000000% | interpolacja=False | soft_intepolacja=False
[Epoch 13] train_loss=1.168600 | train_acc=67.344858% | train_correct=75965 | train_total=112800 | val_loss=1.1863291 | val_acc=66.7074468% | interpolacja=False | soft_intepolacja=False
[Epoch 14] train_loss=1.155224 | train_acc=67.600177% | train_correct=76253 | train_total=112800 | val_loss=1.1742608 | val_acc=67.1063830% | interpolacja=False | soft_intepolacja=False
[Epoch 15] train_loss=1.143300 | train_acc=67.981383% | train_correct=76683 | train_total=112800 | val_loss=1.1656947 | val_acc=67.3404255% | interpolacja=False | soft_intepolacja=False
[Epoch 16] train_loss=1.131169 | train_acc=68.334220% | train_correct=77081 | train_total=112800 | val_loss=1.1553156 | val_acc=67.7180851% | interpolacja=False | soft_intepolacja=False
[Epoch 17] train_loss=1.120412 | train_acc=68.585993% | train_correct=77365 | train_total=112800 | val_loss=1.1425741 | val_acc=68.2180851% | interpolacja=False | soft_intepolacja=False
[Epoch 18] train_loss=1.109781 | train_acc=68.967199% | train_correct=77795 | train_total=112800 | val_loss=1.1340742 | val_acc=68.3138298% | interpolacja=False | soft_intepolacja=False
[Epoch 19] train_loss=1.099565 | train_acc=69.188830% | train_correct=78045 | train_total=112800 | val_loss=1.1266551 | val_acc=68.4627660% | interpolacja=False | soft_intepolacja=False
[Epoch 20] train_loss=1.089400 | train_acc=69.406915% | train_correct=78291 | train_total=112800 | val_loss=1.1158288 | val_acc=68.8723404% | interpolacja=False | soft_intepolacja=False
[Epoch 21] train_loss=1.079672 | train_acc=69.678191% | train_correct=78597 | train_total=112800 | val_loss=1.1077688 | val_acc=69.2021277% | interpolacja=False | soft_intepolacja=False
[Epoch 22] train_loss=1.069720 | train_acc=70.039007% | train_correct=79004 | train_total=112800 | val_loss=1.1001786 | val_acc=69.2446809% | interpolacja=False | soft_intepolacja=False
[Epoch 23] train_loss=1.060532 | train_acc=70.188830% | train_correct=79173 | train_total=112800 | val_loss=1.0891107 | val_acc=69.5797872% | interpolacja=False | soft_intepolacja=False
[Epoch 24] train_loss=1.050926 | train_acc=70.404255% | train_correct=79416 | train_total=112800 | val_loss=1.0818056 | val_acc=69.8457447% | interpolacja=False | soft_intepolacja=False
[Epoch 25] train_loss=1.041735 | train_acc=70.779255% | train_correct=79839 | train_total=112800 | val_loss=1.0758973 | val_acc=70.0319149% | interpolacja=False | soft_intepolacja=False
[Epoch 26] train_loss=1.032922 | train_acc=70.901596% | train_correct=79977 | train_total=112800 | val_loss=1.0652708 | val_acc=70.2978723% | interpolacja=False | soft_intepolacja=False
[Epoch 27] train_loss=1.023944 | train_acc=71.240248% | train_correct=80359 | train_total=112800 | val_loss=1.0586670 | val_acc=70.3244681% | interpolacja=False | soft_intepolacja=False
[Epoch 28] train_loss=1.014753 | train_acc=71.379433% | train_correct=80516 | train_total=112800 | val_loss=1.0492990 | val_acc=70.6010638% | interpolacja=False | soft_intepolacja=False
[Epoch 29] train_loss=1.006352 | train_acc=71.640071% | train_correct=80810 | train_total=112800 | val_loss=1.0447668 | val_acc=70.7234043% | interpolacja=False | soft_intepolacja=False
[Epoch 30] train_loss=0.997804 | train_acc=71.832447% | train_correct=81027 | train_total=112800 | val_loss=1.0364616 | val_acc=71.0372340% | interpolacja=False | soft_intepolacja=False
[Epoch 31] train_loss=0.989592 | train_acc=72.060284% | train_correct=81284 | train_total=112800 | val_loss=1.0286268 | val_acc=71.1436170% | interpolacja=False | soft_intepolacja=False
[Epoch 32] train_loss=0.981647 | train_acc=72.192376% | train_correct=81433 | train_total=112800 | val_loss=1.0210744 | val_acc=71.3244681% | interpolacja=False | soft_intepolacja=False
[Epoch 33] train_loss=0.973200 | train_acc=72.431738% | train_correct=81703 | train_total=112800 | val_loss=1.0138949 | val_acc=71.6382979% | interpolacja=False | soft_intepolacja=False
[Epoch 34] train_loss=0.965518 | train_acc=72.660461% | train_correct=81961 | train_total=112800 | val_loss=1.0060816 | val_acc=71.7712766% | interpolacja=False | soft_intepolacja=False
[Epoch 35] train_loss=0.957757 | train_acc=72.904255% | train_correct=82236 | train_total=112800 | val_loss=1.0014363 | val_acc=71.6808511% | interpolacja=False | soft_intepolacja=False
[Epoch 36] train_loss=0.950152 | train_acc=73.090426% | train_correct=82446 | train_total=112800 | val_loss=0.9930916 | val_acc=71.9946809% | interpolacja=False | soft_intepolacja=False
[Epoch 37] train_loss=0.943141 | train_acc=73.179965% | train_correct=82547 | train_total=112800 | val_loss=0.9866955 | val_acc=72.0851064% | interpolacja=False | soft_intepolacja=False
[Epoch 38] train_loss=0.935841 | train_acc=73.354610% | train_correct=82744 | train_total=112800 | val_loss=0.9796038 | val_acc=72.4468085% | interpolacja=False | soft_intepolacja=False
[Epoch 39] train_loss=0.928504 | train_acc=73.565603% | train_correct=82982 | train_total=112800 | val_loss=0.9752571 | val_acc=72.5478723% | interpolacja=False | soft_intepolacja=False
[Epoch 40] train_loss=0.921969 | train_acc=73.722518% | train_correct=83159 | train_total=112800 | val_loss=0.9690669 | val_acc=72.7021277% | interpolacja=False | soft_intepolacja=False
[Epoch 41] train_loss=0.914276 | train_acc=73.867908% | train_correct=83323 | train_total=112800 | val_loss=0.9623727 | val_acc=72.8723404% | interpolacja=False | soft_intepolacja=False
[Epoch 42] train_loss=0.908041 | train_acc=74.122340% | train_correct=83610 | train_total=112800 | val_loss=0.9547278 | val_acc=73.0638298% | interpolacja=False | soft_intepolacja=False
[Epoch 43] train_loss=0.901253 | train_acc=74.263298% | train_correct=83769 | train_total=112800 | val_loss=0.9501068 | val_acc=73.0053191% | interpolacja=False | soft_intepolacja=False
[Epoch 44] train_loss=0.895199 | train_acc=74.429965% | train_correct=83957 | train_total=112800 | val_loss=0.9440973 | val_acc=73.2978723% | interpolacja=False | soft_intepolacja=False
