Using device: cuda, type: cuda
Model: MLP(hidden=50, num_classes=10)
dataset=mnist | hidden=50 | batch_size=256 | epochs=5000 | patience=500 | lr=0.001 | seed=42 | momentum=0.9 | log_file=mlp2_mnist_hidden_50.txt | cpu=None | model_name=MLP2 | use_cache=True
[Epoch 01] train_loss=2.075863 | train_acc=35.756667% | train_correct=21454 | train_total=60000 | val_loss=1.6235700 | val_acc=59.2500000% | interpolacja=False | soft_intepolacja=False
[Epoch 02] train_loss=1.118832 | train_acc=73.866667% | train_correct=44320 | train_total=60000 | val_loss=0.7317864 | val_acc=81.6900000% | interpolacja=False | soft_intepolacja=False
[Epoch 03] train_loss=0.613876 | train_acc=83.791667% | train_correct=50275 | train_total=60000 | val_loss=0.5042005 | val_acc=86.0200000% | interpolacja=False | soft_intepolacja=False
[Epoch 04] train_loss=0.474722 | train_acc=86.926667% | train_correct=52156 | train_total=60000 | val_loss=0.4195708 | val_acc=88.2400000% | interpolacja=False | soft_intepolacja=False
[Epoch 05] train_loss=0.415005 | train_acc=88.433333% | train_correct=53060 | train_total=60000 | val_loss=0.3769220 | val_acc=89.3900000% | interpolacja=False | soft_intepolacja=False
[Epoch 06] train_loss=0.380817 | train_acc=89.158333% | train_correct=53495 | train_total=60000 | val_loss=0.3513936 | val_acc=89.9100000% | interpolacja=False | soft_intepolacja=False
[Epoch 07] train_loss=0.358767 | train_acc=89.770000% | train_correct=53862 | train_total=60000 | val_loss=0.3362235 | val_acc=90.3900000% | interpolacja=False | soft_intepolacja=False
[Epoch 08] train_loss=0.342906 | train_acc=90.216667% | train_correct=54130 | train_total=60000 | val_loss=0.3236064 | val_acc=90.6900000% | interpolacja=False | soft_intepolacja=False
[Epoch 09] train_loss=0.330764 | train_acc=90.460000% | train_correct=54276 | train_total=60000 | val_loss=0.3153842 | val_acc=91.0300000% | interpolacja=False | soft_intepolacja=False
[Epoch 10] train_loss=0.320833 | train_acc=90.725000% | train_correct=54435 | train_total=60000 | val_loss=0.3018894 | val_acc=91.3400000% | interpolacja=False | soft_intepolacja=False
[Epoch 11] train_loss=0.311209 | train_acc=91.058333% | train_correct=54635 | train_total=60000 | val_loss=0.2961775 | val_acc=91.4100000% | interpolacja=False | soft_intepolacja=False
