Using device: cuda, type: cuda
Model: Net(num_classes=10)
dataset=fashion | n_features=15000 | sigma=5.0 | batch_size=256 | epochs=5000 | patience=500 | lr=0.001 | seed=42 | momentum=0.9 | log_file=rff_fashion_hidden_15000.txt | cpu=None | model_name=RFF | use_cache=True
[Epoch 01] train_loss=0.775203 | train_acc=75.371667% | train_correct=45223 | train_total=60000 | val_loss=0.5736701 | val_acc=81.7300000% | interpolacja=False | soft_intepolacja=False
[Epoch 02] train_loss=0.401307 | train_acc=88.451667% | train_correct=53071 | train_total=60000 | val_loss=0.5168170 | val_acc=83.1500000% | interpolacja=False | soft_intepolacja=False
[Epoch 03] train_loss=0.300239 | train_acc=92.155000% | train_correct=55293 | train_total=60000 | val_loss=0.4988687 | val_acc=83.2900000% | interpolacja=False | soft_intepolacja=False
[Epoch 04] train_loss=0.239919 | train_acc=94.443333% | train_correct=56666 | train_total=60000 | val_loss=0.4905097 | val_acc=83.4400000% | interpolacja=False | soft_intepolacja=False
[Epoch 05] train_loss=0.198685 | train_acc=96.038333% | train_correct=57623 | train_total=60000 | val_loss=0.4901076 | val_acc=83.5300000% | interpolacja=False | soft_intepolacja=False
[Epoch 06] train_loss=0.168942 | train_acc=97.105000% | train_correct=58263 | train_total=60000 | val_loss=0.4904195 | val_acc=83.4500000% | interpolacja=False | soft_intepolacja=False
[Epoch 07] train_loss=0.146235 | train_acc=97.755000% | train_correct=58653 | train_total=60000 | val_loss=0.4930885 | val_acc=83.5300000% | interpolacja=False | soft_intepolacja=False
[Epoch 08] train_loss=0.128600 | train_acc=98.355000% | train_correct=59013 | train_total=60000 | val_loss=0.4956544 | val_acc=83.4500000% | interpolacja=False | soft_intepolacja=False
[Epoch 09] train_loss=0.114354 | train_acc=98.735000% | train_correct=59241 | train_total=60000 | val_loss=0.4992073 | val_acc=83.4500000% | interpolacja=False | soft_intepolacja=False
[Epoch 10] train_loss=0.102796 | train_acc=99.038333% | train_correct=59423 | train_total=60000 | val_loss=0.5021758 | val_acc=83.4600000% | interpolacja=False | soft_intepolacja=False
[Epoch 11] train_loss=0.093249 | train_acc=99.250000% | train_correct=59550 | train_total=60000 | val_loss=0.5069113 | val_acc=83.3000000% | interpolacja=False | soft_intepolacja=False
[Epoch 12] train_loss=0.085229 | train_acc=99.416667% | train_correct=59650 | train_total=60000 | val_loss=0.5108839 | val_acc=83.2900000% | interpolacja=False | soft_intepolacja=False
[Epoch 13] train_loss=0.078351 | train_acc=99.540000% | train_correct=59724 | train_total=60000 | val_loss=0.5152074 | val_acc=83.2900000% | interpolacja=False | soft_intepolacja=False
[Epoch 14] train_loss=0.072504 | train_acc=99.611667% | train_correct=59767 | train_total=60000 | val_loss=0.5189229 | val_acc=83.2100000% | interpolacja=False | soft_intepolacja=False
[Epoch 15] train_loss=0.067458 | train_acc=99.700000% | train_correct=59820 | train_total=60000 | val_loss=0.5229932 | val_acc=83.2200000% | interpolacja=False | soft_intepolacja=False
[Epoch 16] train_loss=0.063037 | train_acc=99.761667% | train_correct=59857 | train_total=60000 | val_loss=0.5264420 | val_acc=83.1200000% | interpolacja=False | soft_intepolacja=False
[Epoch 17] train_loss=0.059079 | train_acc=99.806667% | train_correct=59884 | train_total=60000 | val_loss=0.5309504 | val_acc=83.0800000% | interpolacja=False | soft_intepolacja=False
[Epoch 18] train_loss=0.055618 | train_acc=99.833333% | train_correct=59900 | train_total=60000 | val_loss=0.5343734 | val_acc=83.1200000% | interpolacja=False | soft_intepolacja=False
[Epoch 19] train_loss=0.052552 | train_acc=99.863333% | train_correct=59918 | train_total=60000 | val_loss=0.5376816 | val_acc=82.9600000% | interpolacja=False | soft_intepolacja=False
[Epoch 20] train_loss=0.049764 | train_acc=99.886667% | train_correct=59932 | train_total=60000 | val_loss=0.5416042 | val_acc=82.8900000% | interpolacja=False | soft_intepolacja=False
[Epoch 21] train_loss=0.047282 | train_acc=99.906667% | train_correct=59944 | train_total=60000 | val_loss=0.5450394 | val_acc=82.9400000% | interpolacja=False | soft_intepolacja=False
[Epoch 22] train_loss=0.045001 | train_acc=99.923333% | train_correct=59954 | train_total=60000 | val_loss=0.5486040 | val_acc=82.8600000% | interpolacja=False | soft_intepolacja=False
[Epoch 23] train_loss=0.042952 | train_acc=99.948333% | train_correct=59969 | train_total=60000 | val_loss=0.5517342 | val_acc=82.8700000% | interpolacja=False | soft_intepolacja=False
[Epoch 24] train_loss=0.041081 | train_acc=99.945000% | train_correct=59967 | train_total=60000 | val_loss=0.5547199 | val_acc=82.8700000% | interpolacja=False | soft_intepolacja=False
[Epoch 25] train_loss=0.039343 | train_acc=99.963333% | train_correct=59978 | train_total=60000 | val_loss=0.5582068 | val_acc=82.8200000% | interpolacja=False | soft_intepolacja=False
[Epoch 26] train_loss=0.037778 | train_acc=99.973333% | train_correct=59984 | train_total=60000 | val_loss=0.5613373 | val_acc=82.8700000% | interpolacja=False | soft_intepolacja=False
[Epoch 27] train_loss=0.036261 | train_acc=99.970000% | train_correct=59982 | train_total=60000 | val_loss=0.5638115 | val_acc=82.9000000% | interpolacja=False | soft_intepolacja=False
[Epoch 28] train_loss=0.034915 | train_acc=99.985000% | train_correct=59991 | train_total=60000 | val_loss=0.5669720 | val_acc=82.8700000% | interpolacja=False | soft_intepolacja=False
[Epoch 29] train_loss=0.033688 | train_acc=99.983333% | train_correct=59990 | train_total=60000 | val_loss=0.5699240 | val_acc=82.8500000% | interpolacja=False | soft_intepolacja=False
[Epoch 30] train_loss=0.032498 | train_acc=99.983333% | train_correct=59990 | train_total=60000 | val_loss=0.5722721 | val_acc=82.8600000% | interpolacja=False | soft_intepolacja=False
[Epoch 31] train_loss=0.031406 | train_acc=99.988333% | train_correct=59993 | train_total=60000 | val_loss=0.5752973 | val_acc=82.8700000% | interpolacja=False | soft_intepolacja=False
[Epoch 32] train_loss=0.030398 | train_acc=99.991667% | train_correct=59995 | train_total=60000 | val_loss=0.5778782 | val_acc=82.8500000% | interpolacja=False | soft_intepolacja=False
[Epoch 33] train_loss=0.029434 | train_acc=99.988333% | train_correct=59993 | train_total=60000 | val_loss=0.5801865 | val_acc=82.8400000% | interpolacja=False | soft_intepolacja=False
