Using device: cuda, type: cuda
Model: MLP(hidden=500, num_classes=47)
dataset=emnist_balanced | hidden=500 | batch_size=256 | epochs=5000 | patience=500 | lr=0.001 | seed=42 | momentum=0.9 | log_file=mlp_emnist_balanced_hidden500.txt | cpu=None | model_name=MLP
[Epoch 01] train_loss=3.132502 | train_acc=34.401596% | train_correct=38805 | train_total=112800 | val_loss=2.3384928 | val_acc=50.5159574% | interpolacja=False | soft_intepolacja=False
[Epoch 02] train_loss=1.907366 | train_acc=54.818262% | train_correct=61835 | train_total=112800 | val_loss=1.6483178 | val_acc=57.1010638% | interpolacja=False | soft_intepolacja=False
[Epoch 03] train_loss=1.522539 | train_acc=59.373227% | train_correct=66973 | train_total=112800 | val_loss=1.4488902 | val_acc=60.6276596% | interpolacja=False | soft_intepolacja=False
[Epoch 04] train_loss=1.384830 | train_acc=61.868794% | train_correct=69788 | train_total=112800 | val_loss=1.3585483 | val_acc=62.3351064% | interpolacja=False | soft_intepolacja=False
[Epoch 05] train_loss=1.311446 | train_acc=63.633865% | train_correct=71779 | train_total=112800 | val_loss=1.3016043 | val_acc=63.4946809% | interpolacja=False | soft_intepolacja=False
[Epoch 06] train_loss=1.262079 | train_acc=64.713652% | train_correct=72997 | train_total=112800 | val_loss=1.2626684 | val_acc=64.6276596% | interpolacja=False | soft_intepolacja=False
[Epoch 07] train_loss=1.226018 | train_acc=65.750887% | train_correct=74167 | train_total=112800 | val_loss=1.2327166 | val_acc=65.3617021% | interpolacja=False | soft_intepolacja=False
[Epoch 08] train_loss=1.195604 | train_acc=66.612589% | train_correct=75139 | train_total=112800 | val_loss=1.2081742 | val_acc=65.8723404% | interpolacja=False | soft_intepolacja=False
[Epoch 09] train_loss=1.169963 | train_acc=67.242021% | train_correct=75849 | train_total=112800 | val_loss=1.1839658 | val_acc=66.6170213% | interpolacja=False | soft_intepolacja=False
[Epoch 10] train_loss=1.145946 | train_acc=67.928191% | train_correct=76623 | train_total=112800 | val_loss=1.1629864 | val_acc=67.1914894% | interpolacja=False | soft_intepolacja=False
[Epoch 11] train_loss=1.124135 | train_acc=68.457447% | train_correct=77220 | train_total=112800 | val_loss=1.1433120 | val_acc=67.7180851% | interpolacja=False | soft_intepolacja=False
[Epoch 12] train_loss=1.103488 | train_acc=69.023050% | train_correct=77858 | train_total=112800 | val_loss=1.1265564 | val_acc=68.1063830% | interpolacja=False | soft_intepolacja=False
[Epoch 13] train_loss=1.082871 | train_acc=69.599291% | train_correct=78508 | train_total=112800 | val_loss=1.1056093 | val_acc=68.7925532% | interpolacja=False | soft_intepolacja=False
[Epoch 14] train_loss=1.063130 | train_acc=70.119681% | train_correct=79095 | train_total=112800 | val_loss=1.0867817 | val_acc=69.4574468% | interpolacja=False | soft_intepolacja=False
[Epoch 15] train_loss=1.043841 | train_acc=70.708333% | train_correct=79759 | train_total=112800 | val_loss=1.0706056 | val_acc=69.8936170% | interpolacja=False | soft_intepolacja=False
