Using device: cuda, type: cuda
Model: MLP(hidden=250, num_classes=47)
dataset=emnist_balanced | hidden=250 | batch_size=256 | epochs=5000 | patience=500 | lr=0.001 | seed=42 | momentum=0.9 | log_file=mlp_emnist_balanced_hidden250.txt | cpu=None | model_name=MLP
[Epoch 01] train_loss=3.228056 | train_acc=30.826241% | train_correct=34772 | train_total=112800 | val_loss=2.4667671 | val_acc=48.5372340% | interpolacja=False | soft_intepolacja=False
[Epoch 02] train_loss=1.995915 | train_acc=53.524823% | train_correct=60376 | train_total=112800 | val_loss=1.7027162 | val_acc=56.5638298% | interpolacja=False | soft_intepolacja=False
[Epoch 03] train_loss=1.563258 | train_acc=58.566489% | train_correct=66063 | train_total=112800 | val_loss=1.4791496 | val_acc=60.1329787% | interpolacja=False | soft_intepolacja=False
[Epoch 04] train_loss=1.411873 | train_acc=61.332447% | train_correct=69183 | train_total=112800 | val_loss=1.3807413 | val_acc=61.8617021% | interpolacja=False | soft_intepolacja=False
[Epoch 05] train_loss=1.333654 | train_acc=63.125887% | train_correct=71206 | train_total=112800 | val_loss=1.3209090 | val_acc=63.1382979% | interpolacja=False | soft_intepolacja=False
[Epoch 06] train_loss=1.282175 | train_acc=64.318262% | train_correct=72551 | train_total=112800 | val_loss=1.2803553 | val_acc=64.2606383% | interpolacja=False | soft_intepolacja=False
[Epoch 07] train_loss=1.245035 | train_acc=65.227837% | train_correct=73577 | train_total=112800 | val_loss=1.2494331 | val_acc=65.0797872% | interpolacja=False | soft_intepolacja=False
[Epoch 08] train_loss=1.214061 | train_acc=66.106383% | train_correct=74568 | train_total=112800 | val_loss=1.2244484 | val_acc=65.4202128% | interpolacja=False | soft_intepolacja=False
[Epoch 09] train_loss=1.188171 | train_acc=66.782801% | train_correct=75331 | train_total=112800 | val_loss=1.2002204 | val_acc=66.2819149% | interpolacja=False | soft_intepolacja=False
[Epoch 10] train_loss=1.164044 | train_acc=67.414894% | train_correct=76044 | train_total=112800 | val_loss=1.1790221 | val_acc=66.9255319% | interpolacja=False | soft_intepolacja=False
[Epoch 11] train_loss=1.142330 | train_acc=67.992021% | train_correct=76695 | train_total=112800 | val_loss=1.1598530 | val_acc=67.5585106% | interpolacja=False | soft_intepolacja=False
[Epoch 12] train_loss=1.122002 | train_acc=68.562943% | train_correct=77339 | train_total=112800 | val_loss=1.1436313 | val_acc=67.8138298% | interpolacja=False | soft_intepolacja=False
[Epoch 13] train_loss=1.101781 | train_acc=69.131206% | train_correct=77980 | train_total=112800 | val_loss=1.1231354 | val_acc=68.5478723% | interpolacja=False | soft_intepolacja=False
[Epoch 14] train_loss=1.082643 | train_acc=69.596631% | train_correct=78505 | train_total=112800 | val_loss=1.1051650 | val_acc=69.2340426% | interpolacja=False | soft_intepolacja=False
[Epoch 15] train_loss=1.063983 | train_acc=70.118794% | train_correct=79094 | train_total=112800 | val_loss=1.0892283 | val_acc=69.5744681% | interpolacja=False | soft_intepolacja=False
[Epoch 16] train_loss=1.045213 | train_acc=70.695035% | train_correct=79744 | train_total=112800 | val_loss=1.0713195 | val_acc=70.0585106% | interpolacja=False | soft_intepolacja=False
[Epoch 17] train_loss=1.027327 | train_acc=71.110816% | train_correct=80213 | train_total=112800 | val_loss=1.0529413 | val_acc=70.7127660% | interpolacja=False | soft_intepolacja=False
[Epoch 18] train_loss=1.009406 | train_acc=71.609043% | train_correct=80775 | train_total=112800 | val_loss=1.0372499 | val_acc=70.9521277% | interpolacja=False | soft_intepolacja=False
[Epoch 19] train_loss=0.991934 | train_acc=72.057624% | train_correct=81281 | train_total=112800 | val_loss=1.0217808 | val_acc=71.3404255% | interpolacja=False | soft_intepolacja=False
[Epoch 20] train_loss=0.974561 | train_acc=72.557624% | train_correct=81845 | train_total=112800 | val_loss=1.0045368 | val_acc=71.8670213% | interpolacja=False | soft_intepolacja=False
[Epoch 21] train_loss=0.957767 | train_acc=73.007092% | train_correct=82352 | train_total=112800 | val_loss=0.9898850 | val_acc=72.1436170% | interpolacja=False | soft_intepolacja=False
